Date,Open,High,Low,Close,Adj Close,Volume
2021-06-28,0.018432000651955605,0.03970300033688545,0.018312999978661537,0.03547599911689758,0.03547599911689758,245509
2021-06-29,0.035471998155117035,0.03739200159907341,0.016282999888062477,0.022242000326514244,0.022242000326514244,83376
2021-06-30,0.02223999984562397,0.026486000046133995,0.021748000755906105,0.02559500001370907,0.02559500001370907,51316
2021-07-01,0.02559399977326393,0.027504999190568924,0.023360000923275948,0.023364000022411346,0.023364000022411346,26062
2021-07-02,0.02336299978196621,0.024894999340176582,0.02222999930381775,0.022908000275492668,0.022908000275492668,25147
2021-07-03,0.02290700003504753,0.023266000673174858,0.02165300026535988,0.021655000746250153,0.021655000746250153,2893
2021-07-04,0.02165300026535988,0.023564999923110008,0.021633999422192574,0.022505000233650208,0.022505000233650208,10190
2021-07-05,0.02250700071454048,0.02251099981367588,0.02000500075519085,0.02043900080025196,0.02043900080025196,15707
2021-07-06,0.020438000559806824,0.02126700058579445,0.01767599955201149,0.01958400011062622,0.01958400011062622,14807
2021-07-07,0.019585000351071358,0.02002600021660328,0.019579999148845673,0.020022999495267868,0.020022999495267868,634
2021-07-08,0.020023999735713005,0.020239999517798424,0.02002199925482273,0.020173000171780586,0.020173000171780586,358
2021-07-09,0.020173000171780586,0.02078299969434738,0.02011200040578842,0.020778000354766846,0.020778000354766846,1513
2021-07-10,0.02077599987387657,0.02137799933552742,0.0204050000756979,0.020424000918865204,0.020424000918865204,2416
2021-07-11,0.02042200043797493,0.020584000274538994,0.020351000130176544,0.02058199979364872,0.02058199979364872,737
2021-07-12,0.02058199979364872,0.02469700016081333,0.020576000213623047,0.024602999910712242,0.024602999910712242,6193
2021-07-13,0.024601999670267105,0.024620000272989273,0.021466000005602837,0.021467000246047974,0.021467000246047974,4723
2021-07-14,0.021469000726938248,0.021484000608325005,0.021466000005602837,0.021470999345183372,0.021470999345183372,0
2021-07-15,0.021470999345183372,0.021748999133706093,0.021354999393224716,0.021745000034570694,0.021745000034570694,1231
2021-07-16,0.021748000755906105,0.021751999855041504,0.021074000746011734,0.02108200080692768,0.02108200080692768,960
2021-07-17,0.021081000566482544,0.021090000867843628,0.01831500045955181,0.01831899955868721,0.01831899955868721,4112
2021-07-18,0.01831899955868721,0.019221000373363495,0.018312999978661537,0.019082000479102135,0.019082000479102135,1598
2021-07-19,0.019081000238656998,0.020024999976158142,0.019077999517321587,0.019689999520778656,0.019689999520778656,2888
2021-07-20,0.01968899928033352,0.01969500072300434,0.01954299956560135,0.019602999091148376,0.019602999091148376,297
2021-07-21,0.019602999091148376,0.020952999591827393,0.01960100047290325,0.020951999351382256,0.020951999351382256,2059
2021-07-22,0.020951999351382256,0.021570999175310135,0.02094000019133091,0.0215659998357296,0.0215659998357296,6857
2021-07-23,0.021564999595284462,0.02191700041294098,0.02070000022649765,0.020705999806523323,0.020705999806523323,2293
2021-07-24,0.02070700004696846,0.02078000083565712,0.020305000245571136,0.02047000080347061,0.02047000080347061,1566
2021-07-25,0.02047000080347061,0.02048799954354763,0.02044999971985817,0.020486999303102493,0.020486999303102493,42
2021-07-26,0.02048799954354763,0.020501000806689262,0.018200000748038292,0.018391000106930733,0.018391000106930733,4643
2021-07-27,0.018393000587821007,0.019238000735640526,0.018386999145150185,0.019183000549674034,0.019183000549674034,1609
2021-07-28,0.019183000549674034,0.0224629994481802,0.01918100006878376,0.0224590003490448,0.0224590003490448,5847
2021-07-29,0.0224590003490448,0.022785000503063202,0.02163900062441826,0.02271600067615509,0.02271600067615509,2832
2021-07-30,0.022715000435709953,0.02387000061571598,0.022460000589489937,0.023065000772476196,0.023065000772476196,171931
2021-07-31,0.023062000051140785,0.02566700056195259,0.02245499938726425,0.025666000321507454,0.025666000321507454,175676
2021-08-01,0.025662999600172043,0.025662999600172043,0.022592000663280487,0.023953000083565712,0.023953000083565712,158644
2021-08-02,0.02395400032401085,0.029735999181866646,0.023679999634623528,0.029258999973535538,0.029258999973535538,183490
2021-08-03,0.0292579997330904,0.029714999720454216,0.026592999696731567,0.028377000242471695,0.028377000242471695,159973
2021-08-04,0.028377000242471695,0.032836999744176865,0.027400000020861626,0.032333001494407654,0.032333001494407654,184337
2021-08-05,0.03233399987220764,0.0340300016105175,0.030962999910116196,0.03351199999451637,0.03351199999451637,163487
2021-08-06,0.033507999032735825,0.033946000039577484,0.031877998262643814,0.03330500051379204,0.03330500051379204,176180
2021-08-07,0.033305998891592026,0.03993399813771248,0.03101399913430214,0.03119399957358837,0.03119399957358837,141441
2021-08-08,0.031190000474452972,0.0323060005903244,0.030038999393582344,0.031015999615192413,0.031015999615192413,173348
2021-08-09,0.031019000336527824,0.0340920016169548,0.028248000890016556,0.028852999210357666,0.028852999210357666,116895
2021-08-10,0.028853999450802803,0.032857999205589294,0.0274679996073246,0.032016001641750336,0.032016001641750336,73479
2021-08-11,0.032017000019550323,0.04283199831843376,0.031856998801231384,0.041680000722408295,0.041680000722408295,89535
2021-08-12,0.04168099910020828,0.04208499938249588,0.03522900119423866,0.03528200089931488,0.03528200089931488,18381
2021-08-13,0.035280998796224594,0.03546899929642677,0.03407000005245209,0.03509499877691269,0.03509499877691269,75348
2021-08-14,0.0350940003991127,0.0419280007481575,0.03491799905896187,0.0362979993224144,0.0362979993224144,67079
2021-08-15,0.03629299998283386,0.03712499886751175,0.03505700081586838,0.0366239994764328,0.0366239994764328,71931
2021-08-16,0.03662500157952309,0.04700399935245514,0.03636600077152252,0.04489000141620636,0.04489000141620636,81294
2021-08-17,0.044891998171806335,0.047540001571178436,0.04474399983882904,0.04720799997448921,0.04720799997448921,15518
2021-08-18,0.047207001596689224,0.048277001827955246,0.04464200139045715,0.04501599818468094,0.04501599818468094,49711
2021-08-19,0.0450109988451004,0.05615700036287308,0.04388299956917763,0.05494600161910057,0.05494600161910057,79748
2021-08-20,0.054944999516010284,0.0761210024356842,0.052260998636484146,0.0705690011382103,0.0705690011382103,97663
